Season,Rank,Team,SeasonAvg,Last3,Last1,Home,Away,PrevYear
2019-20,129,San Jose St,24.6,27,34,27.6,22.2,28.9
2019-20,130,Washington St,16.3,13.7,8,19,14.3,21.9
2020-21,1,Army,60.3,61,59,64.8,54.8,55.4
2020-21,2,Air Force,52,48,26,60.7,43.3,57.4
2020-21,3,Kent St,50,51.3,45,48.5,51.5,42.7
2020-21,4,Georgia So,48.9,52.3,57,52,45.8,51.2
2020-21,5,Navy,48.2,46.7,35,50.6,45.8,58.7
2020-21,6,Mississippi,46.2,42.7,35,49.2,43.2,46.2
2020-21,7,Oklahoma St,46.2,43.3,43,50,43,43.2
2020-21,8,Colorado,46,39.7,46,46.3,45.7,36.3
2020-21,9,Wyoming,45.8,44.3,38,48.5,44.5,43.8
2020-21,10,Ball St,45.8,43.7,51,43,47.4,45.2
2020-21,11,UCLA,45.6,44.3,51,51,38.3,40.8
2020-21,12,Liberty,44.8,41.3,42,41.8,47.2,33.1
2020-21,13,Penn St,44.7,50,53,38.2,52.8,38.8
2020-21,14,UCF,44.4,41,43,41.8,46.2,41.8
2020-21,15,San Diego St,44.4,41.7,46,47.5,41.3,40.8
2020-21,16,Georgia St,44.3,45,55,41.8,46.8,46.4
2020-21,17,App State,43.9,43.7,38,45.4,42.7,42.8
2020-21,18,Coastal Car,43.8,43.3,33,42.6,44.8,41.8
2020-21,19,Northwestern,43.8,47.7,51,43,44.4,44.1
2020-21,20,N Texas,43.4,47.7,58,40.2,47.5,32.8
2020-21,21,C Michigan,43.3,45,42,39.7,47,36.5
2020-21,22,Rice,43.2,40.3,39,42,44,35.9
2020-21,23,Buffalo,43.1,40.7,43,49.7,38.3,51
2020-21,24,Ohio St,43.1,39,29,45,42,47.1
2020-21,25,Virginia Tech,43,42.3,45,40.7,45.8,43.8
2020-21,26,Tulane,42.8,44.7,38,43.2,42.4,46.7
2020-21,27,Minnesota,42.6,40,36,40.7,44,43.2
2020-21,28,Notre Dame,42.1,36,38,43,41.2,36.4
2020-21,29,Wake Forest,41.9,37.3,35,41.7,42,45.3
2020-21,30,Wisconsin,41.9,37.7,44,41.7,42,43.3
2020-21,31,Nebraska,41.8,44.7,58,39.7,43,45
2020-21,32,New Mexico,41.3,47.3,48,50,39.8,42.5
2020-21,33,North Carolina,41.3,39.7,34,40.2,42.2,40.6
2020-21,34,Arizona St,41.3,42.3,42,35,43.3,35
2020-21,35,TCU,41,42.7,35,40.2,42.3,43.1
2020-21,36,Georgia Tech,40.8,42.7,29,38.7,44,37.6
2020-21,37,Illinois,40.8,37,38,39,41.8,37.6
2020-21,38,UTSA,40.7,45,44,41,40.5,36.5
2020-21,39,Temple,40.6,46.3,46,44,38,36.7
2020-21,40,Toledo,40.5,36,43,41,40,43.6
2020-21,41,Florida Atlantic,40.3,34,39,43,38.2,39.7
2020-21,42,E Carolina,40.2,44.3,43,42.8,38.2,34.7
2020-21,43,Duke,39.8,41.3,51,35,43.8,40.8
2020-21,44,Kentucky,39.7,45.3,48,41.4,38.3,43.8
2020-21,45,UAB,39.6,45.7,52,37.3,41,39.2
2020-21,46,Charlotte,39.5,39.7,33,34,42.3,40
2020-21,47,Tulsa,39.4,40,40,41,38.7,41.9
2020-21,48,Arkansas,39.4,40,43,38.2,40.6,30.3
2020-21,49,W Michigan,39.3,38,51,30.3,48.3,39.2
2020-21,49,Kansas,39.3,43,44,38.8,39.8,31.7
2020-21,51,Colorado St,39,38.7,38,37,39.7,32.6
2020-21,51,Ohio,39,39,48,40.5,36,40.7
2020-21,51,Washington,39,35,34,39,,34.6
2020-21,54,Louisiana,38.8,43.3,43,32.8,42.3,40.8
2020-21,55,Oklahoma,38.4,34,40,35.3,40.5,40.4
2020-21,56,Miami,38.4,33,30,41.2,36,30.8
2020-21,57,Utah,38.2,40.3,37,36.3,41,42.7
2020-21,58,Louisville,38.2,42.3,47,40.8,35,44.2
2020-21,59,UTEP,38.2,40.7,56,56,34.6,35.3
2020-21,60,Rutgers,38.1,37.3,30,33.6,43.8,37.8
2020-21,61,S Alabama,38,37.7,30,37.7,38.4,40.8
2020-21,61,Florida Intl,38,40.3,44,38.5,37.5,36
2020-21,63,Iowa St,37.9,43.7,56,39.8,36,30.5
2020-21,64,Bowling Green,37.8,38,38,43.5,34,39.7
2020-21,65,Cincinnati,37.8,37.7,27,38.3,36.7,44
2020-21,66,Georgia,37.7,38.3,24,39.3,37,36.9
2020-21,67,SMU,37.7,33,27,34,39.5,41.1
2020-21,68,Texas A&M,37.6,43,35,34.5,39.7,32.4
2020-21,69,Tennessee,37.5,31.3,17,37.2,37.8,35.2
2020-21,70,UNLV,37.3,37,40,37.7,37,36.1
2020-21,71,S Florida,37.3,40,46,38,36.8,36.8
2020-21,72,Iowa,37,38.3,32,35.3,38.8,34.8
2020-21,72,Marshall,37,30.7,37,34.8,41.3,40.4
2020-21,72,Texas,37,36,40,35,39,36.8
2020-21,72,Virginia,37,35,21,40.2,33,31.3
2020-21,72,California,37,40,47,41,33,35.3
2020-21,72,Florida St,37,36.3,40,36.5,37.5,37.5
2020-21,78,South Carolina,36.9,41,44,36.4,37.4,32.5
2020-21,79,Oregon St,36.9,39.7,49,38.6,32.5,34.1
2020-21,80,N Illinois,36.8,36.3,38,36,37.7,37.9
2020-21,81,Arizona,36.8,39.3,36,39.7,32.5,36.7
2020-21,82,Houston,36.6,36.7,38,40.3,33,38.1
2020-21,83,Alabama,36.6,34,38,35.6,37.3,32.8
2020-21,84,Vanderbilt,36.6,33.3,31,35,38.5,29.8
2020-21,85,LSU,36.5,40,43,40.5,33.8,33.9
2020-21,85,E Michigan,36.5,38.3,38,33.3,39.7,32.3
2020-21,87,Southern Miss,36.3,37,48,33.8,41.3,33.3
2020-21,88,NC State,36.2,34,26,38.5,33.8,33
2020-21,89,Middle Tenn,36.1,37.7,51,36.3,36,33.9
2020-21,90,Fresno St,36,33.3,23,40,34,32.2
2020-21,90,Hawai'i,36,35.3,34,34.2,38.3,28.1
2020-21,92,Auburn,35.6,30.7,26,36.6,34.8,41.2
2020-21,93,Kansas St,35.4,36.3,46,40.8,30,39.6
2020-21,93,Pittsburgh,35.4,36.7,54,34.6,36.2,33.3
2020-21,95,Akron,35.3,32.3,30,33,37.7,27.3
2020-21,96,Missouri,35.1,30,30,37.8,31,39.6
2020-21,97,BYU,35.1,27.7,38,35.3,34.8,34.9
2020-21,98,Arkansas St,35,39,32,35.3,34.8,35.8
2020-21,99,Memphis,34.8,31,35,38.4,31.2,39.2
2020-21,100,Clemson,34.4,26.3,22,36.2,32.8,37.7
2020-21,101,Louisiana Tech,34.2,38,27,31.7,35.5,36.2
2020-21,102,Michigan St,34.1,35.3,31,34.5,33.7,35.6
2020-21,103,West Virginia,34.1,29.7,27,39.5,29.8,28.1
2020-21,104,Indiana,34,39.7,40,37.3,32,35.8
2020-21,105,Oregon,33.9,31,18,37,32.6,36
2020-21,106,Miami OH,33.3,33.3,27,42,29,37.5
2020-21,107,Baylor,33.1,31,31,35.8,31,35.9
2020-21,108,Stanford,33,37,36,21,35.4,28.8
2020-21,109,Boston College,32.8,27.3,20,32.2,33.6,50.2
2020-21,110,Texas Tech,32.7,40,43,34.8,30,33.1
2020-21,111,Boise St,32.6,33.3,23,33,32.3,38.3
2020-21,112,W Kentucky,32.1,32.3,26,31.8,32.3,33
2020-21,113,Utah St,32,33,26,31,34,34.4
2020-21,114,Texas St,31,20.3,24,31.2,30.8,26.6
2020-21,115,USC,30.7,27,28,29.3,32,30.1
2020-21,116,Florida,30.6,30.3,39,31,30.3,29.5
2020-21,117,Maryland,30,33,39,35,26.7,34.3
2020-21,118,Troy,29.4,31.3,26,25.8,31.8,32.9
2020-21,119,UMass,29.3,28.3,31,,29.3,34.8
2020-21,120,Syracuse,29.1,28.3,35,26.5,32.2,42.3
2020-21,121,Michigan,28.7,29.7,27,26.7,30.7,37.8
2020-21,122,San Jose St,28.6,24.7,22,27.7,29.2,24.6
2020-21,123,Nevada,28.4,30.7,44,25,31.2,33.6
2020-21,124,Washington St,27.5,26.7,26,27,27.7,16.3
2020-21,125,Purdue,25,25,17,23.5,28,28.4
2020-21,126,UL Monroe,24.8,31.7,36,22.2,27.4,37.8
2020-21,127,Mississippi St,18.5,24.7,30,19.8,17.5,40.8
2020-21,128,UConn,,,,,,33.3
2020-21,128,Old Dominion,,,,,,35.5
2020-21,128,New Mexico St,,,,,,30.8
2021-22,1,Air Force,63.7,68,52,63.4,63.9,52
2021-22,2,Army,58.1,50,55,65.2,53,60.3
2021-22,3,Navy,57.7,50.7,48,58.2,57.2,48.2
2021-22,4,N Texas,48.9,49.7,32,51.8,46.9,43.4
2021-22,5,N Illinois,46.4,47.7,55,43.8,48,36.8
2021-22,6,Minnesota,45.9,44.7,51,44.3,47.8,42.6
2021-22,7,Mississippi,45.6,42.3,54,45.5,45.7,46.2
2021-22,8,Oklahoma St,45.5,40,44,48.3,43.1,46
2021-22,9,Arkansas,45.5,44.3,58,45.2,45.8,39.4
2021-22,10,Kent St,45,45.7,50,49.3,43.1,49
2021-22,11,W Michigan,44.9,46,52,46.4,43.9,39.2
2021-22,12,Georgia St,44.8,46.3,41,43.5,46,44.3
2021-22,13,Tennessee,44.2,49.3,63,45.3,42.6,37.5
2021-22,14,Duke,43.9,37.7,34,46.3,41,39.8
2021-22,15,Buffalo,43.7,43,40,45.8,42,43.1
2021-22,16,Wisconsin,43.3,31.7,43,44.3,42.2,41.9
2021-22,17,Colorado St,43.1,41.7,51,41.8,44.2,39
2021-22,18,Tulsa,42.9,47.3,65,38.8,45.9,39.6
2021-22,19,Georgia So,42.7,42,46,45.2,40.7,48.9
2021-22,20,UCLA,42.3,43,44,42.3,42.2,45.4
2021-22,21,UL Monroe,41.6,39,40,40.6,42.5,24.8
2021-22,22,Virginia Tech,41.6,46,48,38.7,44.5,43
2021-22,23,Wyoming,41.5,45.7,53,40.4,42.3,45.8
2021-22,24,Wake Forest,41.1,43.3,37,45.8,38.1,41.9
2021-22,25,Michigan,41.1,34,27,45.4,36.7,28.7
2021-22,26,Louisiana,41,43,51,40.8,41.1,38.7
2021-22,27,Syracuse,40.7,34,30,41.3,40,29.1
2021-22,28,App State,40.6,36,43,41,40.4,43.9
2021-22,29,UTSA,40.4,37.7,24,39.5,41.1,40.7
2021-22,30,Baylor,40.3,41.3,41,41.2,39.6,33.1
2021-22,31,Utah St,40.2,34.7,44,41.8,39.3,32
2021-22,32,E Carolina,40.2,43,38,42.6,38.2,40.2
2021-22,33,Oregon St,40.2,34.3,36,46,36,36.9
2021-22,34,S Florida,40.1,40.7,44,42,38.5,37.3
2021-22,35,San Diego St,40.1,38.7,40,39.7,40.5,44
2021-22,36,Boston College,39.8,39.3,29,42.6,37.5,32.8
2021-22,37,Coastal Car,39.7,39.3,25,42.8,36.5,43.8
2021-22,38,North Carolina,39.4,35.7,29,43.5,35.3,41.3
2021-22,39,Utah,39.3,42.7,44,41,38.3,38.2
2021-22,40,UAB,39.3,40.3,41,33.8,43.1,39.6
2021-22,41,TCU,39.2,39.7,39,39.2,39.2,41.1
2021-22,42,Liberty,39,31.7,36,34.4,42.3,44.8
2021-22,42,C Michigan,39,47,43,41.6,37.1,43.3
2021-22,44,Illinois,38.8,37,38,36.7,41.8,40.8
2021-22,44,Louisville,38.8,35,37,38,39.7,38.2
2021-22,46,New Mexico,38.8,42.7,48,39.6,38.2,41.3
2021-22,47,Kentucky,38.8,43.3,45,40.7,36.8,39.4
2021-22,48,Rutgers,38.5,31.7,29,36.4,40,37.6
2021-22,49,Nebraska,38.5,37.3,43,38.7,38.2,41.8
2021-22,50,Rice,38.4,36.7,41,38.2,38.5,43.2
2021-22,51,Oregon,38.2,34.3,33,39.8,36.7,33.9
2021-22,52,Florida,38.1,37,30,41.2,35.9,30.6
2021-22,53,Boise St,38,38.7,34,35.2,40.8,32.6
2021-22,54,Texas,37.8,34.7,44,40.7,35,37
2021-22,55,Southern Miss,37.5,45.3,43,35,39.7,36.3
2021-22,56,Clemson,37.4,45.7,40,44,32.7,34.4
2021-22,57,Ohio,37.3,38.7,28,38.2,36.5,39
2021-22,57,Georgia Tech,37.3,36.7,35,37.6,37,40.8
2021-22,59,Arizona St,37.3,33.3,33,38,36.5,41.3
2021-22,60,Florida St,37.2,37.3,33,40.2,33.6,37
2021-22,61,BYU,36.8,39,35,36.6,37,35.1
2021-22,62,Northwestern,36.8,42,48,39.6,34.5,43.7
2021-22,63,Old Dominion,36.8,26.3,19,39.2,35,
2021-22,64,Alabama,36.6,33.7,28,39.2,34.8,36.6
2021-22,65,Michigan St,36.6,34.7,36,40,34.1,34
2021-22,66,Pittsburgh,36.5,34.7,32,33.3,39.3,35.4
2021-22,67,Georgia,36.4,31.7,30,37,36,37.7
2021-22,68,Texas St,36.3,32.3,29,36.2,36.3,31
2021-22,69,Tulane,36.2,37,44,35.6,36.7,42.8
2021-22,69,Florida Atlantic,36.2,29.7,29,40.6,32.5,40.3
2021-22,71,Iowa,36.1,33.3,30,36.7,35.6,37
2021-22,72,Toledo,36.1,35,32,33.4,38,40.5
2021-22,73,Houston,36.1,35,26,35.3,36.4,36.6
2021-22,74,UCF,36,37.3,50,35.2,36.8,44.4
2021-22,75,Arizona,35.9,31,34,36.2,35.7,36.8
2021-22,76,Missouri,35.8,41,37,36.2,35.5,35.1
2021-22,77,S Alabama,35.8,31,23,33.4,37.8,38
2021-22,78,Kansas,35.7,33.7,27,32.8,38.2,39.3
2021-22,79,Akron,35.6,33.3,37,37.6,34,35.3
2021-22,80,UTEP,35.6,30.3,29,37.4,34.3,38.2
2021-22,81,Vanderbilt,35.5,40.7,43,31.5,40.4,36.6
2021-22,82,Colorado,35.4,35.3,32,34,36.5,46
2021-22,83,Middle Tenn,35.3,36,44,41,32.4,36.1
2021-22,84,SMU,34.9,34.3,36,36.2,33.8,37.7
2021-22,85,South Carolina,34.7,36.3,51,30.8,38.5,36.9
2021-22,86,Notre Dame,34.6,29.3,21,35.3,33.8,42.1
2021-22,87,Charlotte,34.5,33,39,33,35.8,39.5
2021-22,88,Miami OH,34.4,38.3,47,37.5,32.9,33.3
2021-22,89,UMass,34.4,40,35,36.5,33,29.3
2021-22,90,Indiana,34.4,32.3,32,35,33.8,34
2021-22,91,LSU,34.1,37,37,35,33.2,36.5
2021-22,92,Texas Tech,33.9,32.7,44,34.2,33.7,32.6
2021-22,92,Marshall,33.9,38,30,35,33.1,37
2021-22,94,Louisiana Tech,33.9,39,40,36,32.2,34.3
2021-22,95,Oklahoma,33.8,40,43,30.5,37,38.4
2021-22,96,Texas A&M,33.7,30.3,28,36.8,30,37.5
2021-22,97,Auburn,33.6,34,29,34.8,32.3,35.6
2021-22,97,Penn St,33.6,32,28,39.3,27.8,44.7
2021-22,99,Ball St,33.5,34,35,31.6,34.9,45.8
2021-22,100,California,33.4,32.3,31,35.4,31.7,37
2021-22,101,Miami,33.3,28.3,36,35.5,30.6,38.1
2021-22,102,USC,33.3,41,40,34.3,31.8,30.7
2021-22,103,Fresno St,33.2,36.3,35,31,34.7,36
2021-22,104,Cincinnati,33.2,30,26,34.8,31.7,37.8
2021-22,105,E Michigan,33.1,36.3,39,34.4,32.1,36.5
2021-22,106,West Virginia,33,40,27,33,33,34.1
2021-22,107,Memphis,32.8,29,34,31,35,34.8
2021-22,108,Maryland,32.5,39,28,34.3,30.7,30.2
2021-22,109,Ohio St,32.4,31,20,35.1,29.2,43.1
2021-22,110,Kansas St,32.2,30,34,33.7,30.7,35.3
2021-22,111,Hawai'i,31.9,34,36,37,28.3,36
2021-22,112,UNLV,31.9,33.3,25,35.4,29,37.3
2021-22,113,Iowa St,31.1,25,21,29.6,32.1,37.9
2021-22,114,Washington,31,24,14,27.8,34.8,39
2021-22,114,Florida Intl,31,31,35,31,31,38
2021-22,116,NC State,30.9,25.7,29,34,27.2,35.9
2021-22,117,Washington St,30.7,33.3,23,27.7,33.7,27.5
2021-22,118,New Mexico St,30.5,30,37,36.8,27,
2021-22,119,Temple,30.1,29,28,30.4,29.8,40.6
2021-22,120,UConn,30,30.7,32,30.5,29.7,
2021-22,121,Bowling Green,29.7,39.3,43,32.6,27.3,37.8
2021-22,122,Purdue,29.6,27.7,33,28.8,30.3,24.5
2021-22,123,Troy,29.5,27.3,38,24.6,33.5,29.2
2021-22,124,San Jose St,29.3,24.7,25,31.2,27.7,28.6
2021-22,125,Arkansas St,28.1,32.7,39,30,26.5,35
2021-22,126,Virginia,27.8,25.3,22,29.2,26.2,37
2021-22,127,Stanford,27.1,25,22,27.3,26.8,32.8
2021-22,128,Nevada,26.4,31,31,27.2,25.9,28.4
2021-22,129,W Kentucky,24.9,26,28,23.8,25.6,32
2021-22,130,Mississippi St,21.3,20,20,22.5,20,18.5
2022-23,1,Air Force,60.8,68,67,62.2,59.5,63.8
2022-23,2,Navy,58.6,55.3,57,61.8,56.9,57.3
2022-23,3,Army,53.6,54,48,61,48.7,58.1
2022-23,4,Mississippi,48,45,43,48.3,47.7,45.3
2022-23,5,Georgia St,47.9,44.3,42,52,43.8,44.8
2022-23,6,Arkansas,47.4,44.3,52,48.5,46.3,45
2022-23,7,Oklahoma,44.7,46.3,60,40.7,48.1,33.9
2022-23,8,Marshall,44.6,46.7,45,39.8,47.4,33.8
2022-23,9,Minnesota,43.9,39.3,31,49.3,38.5,45.8
2022-23,10,J Madison,43.5,43.3,34,43.8,43.2,
2022-23,11,UCF,43.5,43.7,36,41.8,44.9,35.9
2022-23,12,UMass,43.4,41,31,36.8,47.1,34.4
2022-23,13,Michigan,42.9,37.7,40,44,41.3,41.1
2022-23,14,Utah St,42.8,42.7,35,44,42,40.2
2022-23,15,Kent St,42.6,39.7,45,45.3,41.1,45
2022-23,16,Buffalo,42.2,40.7,41,38.3,44.1,43.7
2022-23,17,Illinois,42.1,32.7,28,43.8,40.3,38.8
2022-23,18,Texas Tech,41.3,43.7,48,45,37.7,33.9
2022-23,19,Toledo,41.2,45,56,44.8,39,36.1
2022-23,20,Baylor,41,37,26,38.6,42.7,39.9
2022-23,21,Notre Dame,40.9,36.7,46,40.7,41.1,34.5
2022-23,22,UAB,40.9,34.3,38,44.6,38.3,39.2
2022-23,23,Auburn,40.6,46.7,43,40.7,40.5,33.4
2022-23,24,App State,40.5,43.3,48,43.4,37.6,40.4
2022-23,25,N Illinois,40.4,38.3,38,35,44.8,46.2
2022-23,26,Kansas St,40.2,41.3,38,39.7,40.7,32.3
2022-23,27,W Michigan,40,44.3,47,36.4,43,44.9
2022-23,28,Clemson,39.9,34.3,45,44.5,36,37.3
2022-23,29,Oregon St,39.9,41,38,40.8,39,40.2
2022-23,30,Utah,39.8,40.3,43,38.4,40.8,39.4
2022-23,31,Tennessee,39.8,32.3,38,42.3,37.2,44.1
2022-23,31,Pittsburgh,39.8,38,46,38.5,41,36.4
2022-23,33,UCLA,39.7,43,28,39.7,39.6,42.2
2022-23,34,Louisville,39.6,41.7,49,40.2,39.1,38.8
2022-23,35,UTSA,39.5,37.3,32,41.3,37.9,40.2
2022-23,35,Tulane,39.5,37.7,34,37,42.3,36
2022-23,37,Florida Atlantic,39.5,43,37,40.6,38.5,36.2
2022-23,38,Coastal Car,39.4,36,38,39.7,39.2,39.4
2022-23,39,UConn,39.3,37.7,38,40.8,38.1,30
2022-23,40,E Michigan,38.8,41.7,39,37.6,39.7,32.8
2022-23,41,Wisconsin,38.7,44,47,37,40.3,43.3
2022-23,42,Liberty,38.6,28,20,37.8,39.1,38.8
2022-23,43,Northwestern,38.5,38.7,49,39.8,37.5,36.8
2022-23,44,Boise St,38.5,37.7,47,39.7,37.6,37.9
2022-23,45,SMU,38.5,43.7,50,34.4,41.4,34.9
2022-23,45,UTEP,38.5,46.3,42,41.7,35.3,35.4
2022-23,47,S Alabama,38.4,36.3,25,36.8,39.6,35.8
2022-23,48,Wake Forest,38.3,39,33,39,37.7,41
2022-23,48,Oregon,38.3,33,32,40.6,36.7,38.1
2022-23,50,TCU,37.8,35.3,28,45.8,33.3,39.2
2022-23,51,Florida St,37.8,41,34,38.2,37.3,37.2
2022-23,52,S Florida,37.5,42,43,35,39.7,40
2022-23,53,N Texas,37.5,35,40,43.4,33.9,48.8
2022-23,53,Penn St,37.5,37.3,30,39.9,34.8,33.6
2022-23,55,Memphis,37.5,39.7,47,41.5,33.5,32.5
2022-23,55,Georgia,37.5,38,44,39.2,36.6,36.4
2022-23,57,Oklahoma St,37.4,34.3,26,39.3,35.5,45.3
2022-23,57,Missouri,37.4,36.3,33,36.8,38,35.8
2022-23,59,Vanderbilt,37.3,45.7,47,41.6,33.7,35.6
2022-23,60,Duke,37.3,31.7,38,39.2,35.9,43.9
2022-23,61,LSU,37,28,32,38.2,36,34.1
2022-23,62,Florida,36.8,33.3,33,36,37.7,38.3
2022-23,63,Miami OH,36.7,40.3,37,33.8,38.1,33.8
2022-23,64,West Virginia,36.4,42.7,41,40.4,33,33
2022-23,65,C Michigan,36.2,36,36,35.2,37,38.4
2022-23,66,Texas,36.2,41,18,34.7,37.8,37.8
2022-23,67,Wyoming,36,31.3,33,37,35.3,41.5
2022-23,67,North Carolina,36,36.7,34,32.6,38.1,39.5
2022-23,69,Troy,35.9,42.7,41,33.3,38.1,29.2
2022-23,70,Maryland,35.8,38.3,41,35.1,36.7,31.9
2022-23,70,Ohio St,35.8,34.7,32,35.5,36.4,32.3
2022-23,72,Southern Miss,35.8,38.7,37,39.6,33.1,37.6
2022-23,73,Tulsa,35.7,33.7,32,39.8,32.3,42.8
2022-23,74,Georgia Tech,35.6,34.7,28,33.8,36.7,37
2022-23,75,Kentucky,35.6,33,32,34.7,36.8,38.8
2022-23,76,San Diego St,35.5,28.3,32,35.2,35.8,40.2
2022-23,77,Ohio,35.4,40.3,38,38.4,33.5,37
2022-23,78,New Mexico St,34.9,41,40,33,36,30.6
2022-23,79,New Mexico,34.7,28.7,35,34.6,34.8,38.7
2022-23,80,Rice,34.7,35.7,31,34.8,34.6,38.3
2022-23,81,Virginia Tech,34.6,41.3,59,33,35.7,41.6
2022-23,82,Kansas,34.5,31,33,36.8,32.9,35.7
2022-23,83,UL Monroe,34.5,31.3,33,35,34.1,41.6
2022-23,84,Alabama,34.4,34.3,33,36.2,32.7,36.6
2022-23,85,Nebraska,34.4,31,35,38.7,29.2,38.6
2022-23,86,Louisiana,34.3,34,33,39,31,40.8
2022-23,87,Nevada,34.1,36.3,41,33.8,34.3,26.4
2022-23,88,Rutgers,34,35.3,27,33.2,34.7,38.4
2022-23,89,Middle Tenn,33.9,35.3,30,28.3,36.8,35.3
2022-23,90,Miami,33.9,31.7,27,33.8,34,33.3
2022-23,91,Syracuse,33.8,34,34,33.2,34.3,40.6
2022-23,92,Ball St,33.7,31.3,36,31.8,35.3,33.6
2022-23,93,USC,33.7,32.7,32,34.9,32.6,33.3
2022-23,94,UNLV,33.6,34.3,28,34.4,33,31.9
2022-23,95,NC State,33.3,24.7,18,39.2,27.5,30.9
2022-23,96,Fresno St,32.9,33.7,32,32.2,33.4,33.1
2022-23,97,Indiana,32.7,42.7,44,32.7,32.8,34
2022-23,98,Cincinnati,32.7,41.3,38,31.2,33.7,32.9
2022-23,99,BYU,32.6,41,41,32.6,32.6,36.8
2022-23,100,Purdue,32.5,31.7,36,35.8,30.5,29.7
2022-23,101,Iowa St,32.5,36.7,31,31.8,33.2,31.4
2022-23,101,Louisiana Tech,32.5,33.3,33,35,31,33.9
2022-23,103,Colorado St,32.4,29.7,34,35,30.2,43.1
2022-23,104,Iowa,32.3,28.3,24,32.8,31.7,36.1
2022-23,105,Colorado,32.1,31,25,32.3,31.8,35.4
2022-23,106,E Carolina,31.9,28.3,31,33,30.8,40.2
2022-23,107,Hawai'i,31.8,32,26,34.3,29.2,31.8
2022-23,108,South Carolina,31.7,30.3,22,33,30.3,34.8
2022-23,108,Virginia,31.7,32,24,33.2,29.8,27.9
2022-23,110,Stanford,31.6,25.7,19,28.8,34,27.1
2022-23,111,Texas St,31.3,33.3,37,33.4,29.5,36.2
2022-23,112,Akron,30.9,32.3,25,32.5,30,35.6
2022-23,113,Houston,30.8,28,37,32.2,29.6,35.8
2022-23,114,Bowling Green,30.7,23,21,34,28.3,29.7
2022-23,115,Arizona St,30.5,32.3,38,26.2,34.2,37.1
2022-23,116,Charlotte,30.4,36.3,32,32.4,28.7,34.6
2022-23,117,Texas A&M,30.3,37.3,50,31.8,28.4,33.5
2022-23,118,Washington,30,31.7,28,33,27,31
2022-23,118,Michigan St,30,36,25,33.1,25.6,36.6
2022-23,118,Florida Intl,30,25.7,19,28,31.7,30.8
2022-23,121,Boston College,29.9,31.7,36,31.6,28.5,39.7
2022-23,122,Arkansas St,29.7,24,25,27.8,31.3,28.1
2022-23,123,W Kentucky,29.1,29.3,26,29.6,28.8,24.8
2022-23,124,Arizona,28.7,28.7,28,26.2,31.8,35.9
2022-23,125,San Jose St,28.5,31,25,29.6,27.5,29.6
2022-23,126,Georgia So,28.3,23.3,20,24.4,31,42.4
2022-23,127,Washington St,28.2,33.7,28,27.8,28.5,30.7
2022-23,128,California,25.9,18.7,18,27.8,23.6,33.4
2022-23,129,Old Dominion,25.5,27.3,25,26.2,24.8,36.6
2022-23,130,Temple,25.3,20,15,25.7,24.8,30
2022-23,131,Mississippi St,23.3,24.7,22,23.2,23.5,21.3
2023-24,1,Air Force,55.3,56.7,63,57.8,54,60.8
2023-24,2,Jacksonville St,49.3,54,74,50.6,48.3,49
2023-24,3,Army,49,53.3,47,47,50.3,53.6
2023-24,4,Liberty,47.9,45,28,48.9,46.5,38.6
2023-24,5,Navy,45.6,43.3,35,47.6,44,58.6
2023-24,6,S Florida,44.7,40,44,42.8,46,37.5
2023-24,7,Tulsa,43.5,36.3,33,46.8,40.7,35.7
2023-24,8,West Virginia,43,37.7,30,46.2,40.7,36.4
2023-24,9,Cincinnati,42.9,40,42,42.5,43.4,32.7
2023-24,10,Utah,42.5,47,51,44.8,40.2,39.8
2023-24,11,Mississippi,41.8,44.3,47,40.2,43.5,48
2023-24,11,Boston College,41.8,37,41,37.5,46.2,29.9
2023-24,13,Kansas St,41.1,43.7,40,44.5,37.7,40.2
2023-24,14,Southern Miss,40.7,45.3,42,42.6,39.2,35.8
2023-24,15,Texas St,40.7,40.3,42,42.2,39.6,31.3
2023-24,16,Alabama,40.6,42.7,43,41.7,39.7,34.4
2023-24,17,UCLA,40.4,39,36,40,40.7,39.7
2023-24,18,Boise St,40.3,42,37,42.2,39.1,38.5
2023-24,19,Clemson,40.2,46.7,39,43,37.3,39.9
2023-24,20,Oklahoma,39.9,36.3,34,44,36.4,44.7
2023-24,21,Syracuse,39.8,47,41,39.2,40.3,33.8
2023-24,21,Nebraska,39.8,36.7,30,38.6,41.6,34.4
2023-24,23,SMU,39.8,36.7,31,42,38.4,38.5
2023-24,24,UTSA,39.7,41,41,38.5,40.7,39.5
2023-24,25,Arkansas,39.6,42.3,41,41.3,37.6,47.4
2023-24,26,Georgia St,39.6,40,49,38.8,40.1,47.9
2023-24,26,UCF,39.6,39,34,41.6,38.1,43.5
2023-24,28,Wake Forest,39.4,27.7,29,41.6,37.5,38.3
2023-24,29,Ball St,39.2,49.7,53,43.6,35.5,33.7
2023-24,30,Auburn,39.2,34.3,35,38.3,40,40.6
2023-24,31,Minnesota,38.8,34.7,44,41,36.3,43.9
2023-24,32,North Carolina,38.8,31.3,41,41,36.5,36
2023-24,32,Rutgers,38.8,44,45,42.5,35,34
2023-24,34,Purdue,38.5,48.3,47,37.7,39.6,32.5
2023-24,35,Tulane,38.4,33.3,33,39.1,37.5,39.5
2023-24,36,Kansas,38.3,38,39,43.2,33.5,34.5
2023-24,37,Virginia Tech,38.3,34.3,50,38,38.6,34.6
